,cWT-1,cWT-2,cKO-1,cKO-2
Zfp574,205,187,220,210
D930028M14Rik,27,17,12,6
4933430L12Rik,0,0,6,1
Zfp526,27,30,31,20
9130221H12Rik,71,53,90,66
Cic,276,258,409,375
Prr19,0,0,0,0
Tmem145,1,0,0,0
Megf8,120,113,120,96
4732471J01Rik,56,45,54,64
Gm38569,0,0,0,0
Dmac2,230,174,272,205
B3gnt8,5,9,12,6
Exosc5,54,37,50,43
B9d2,382,251,380,287
Tgfb1,4136,3591,3545,3132
Gm26707,0,0,0,0
Gm30146,0,0,0,0
Cyp2b10,0,0,0,0
BC026762,0,0,0,0
Cyp2b13,0,0,0,0
Cyp2b9,0,0,0,0
Vmn1r184,0,0,1,0
Cyp2a4,0,0,0,0
Nlrp4a,0,0,0,0
Nlrp9a,0,0,0,0
Cyp2b19,0,0,0,0
Cyp2g1,0,0,0,0
Cyp2a5,0,0,0,0
Cyp2a12,0,0,0,0
Cyp2f2,0,1,0,0
Cyp2t4,0,0,0,2
BC024978,212,179,238,151
Coq8b,160,164,216,163
Numbl,27,38,53,36
Gm44924,0,0,0,0
Blvrb,1155,755,1513,1224
Sertad3,199,117,188,138
Sertad1,168,178,262,220
Prx,0,0,2,0
Hipk4,0,0,0,0
2310022A10Rik,127,113,131,129
Akt2,134,121,177,174
Ttc9b,0,0,0,2
Zfp607b,21,20,18,9
Zfp60,242,216,206,112
Zfp626,223,219,274,273
Zfp59,75,89,101,62
Zfp607a,181,203,277,250
Gm26891,1,0,0,1
Gm44744,0,0,0,0
Fcgbp,0,0,0,0
9530053A07Rik,0,0,1,1
Fbl,1258,918,2004,1468
Dyrk1b,151,148,142,161
Eid2,379,316,414,341
Eid2b,294,230,317,264
Gm44709,0,2,0,0
Rps16,22500,13257,28863,19722
Gm44710,0,3,6,8
Paf1,394,361,582,323
Gmfg,2486,1716,3294,2816
Lrfn1,62,71,66,58
Ifnl3,0,0,0,0
Sycn,0,0,0,0
Gm44618,0,0,0,0
Gm44617,0,0,0,0
Fbxo27,0,0,0,0
Fbxo17,32,34,48,51
Sars2,84,54,98,58
Ccer2,0,2,0,3
Sirt2,1320,1109,1579,1325
Rinl,407,365,408,241
Hnrnpl,1092,918,1336,1292
Ech1,1176,978,1193,824
Lgals4,16,8,10,26
Lgals7,1,3,3,1
Capn12,11,6,11,7
Map4k1,13,13,16,14
Gm38979,0,0,0,0
Gm26604,0,0,0,0
Rasgrp4,42,47,63,55
1110035H17Rik,74,91,146,115
Ggn,1,0,0,0
Yif1b,1386,1087,1638,1318
Ppp1r14a,4,6,14,5
Dpf1,8,4,3,8
Zfp84,535,483,603,431
Zfp30,440,386,565,612
Zfp790,135,131,126,115
Gm26554,1,0,0,0
Zfp420,58,63,39,30
Zfp383,82,88,93,77
Zfp568,120,140,132,140
Zfp260,277,221,224,136
Zfp382,26,36,30,46
Cox7a1,13,16,6,3
Gm26810,53,49,78,81
Polr2i,1012,668,1166,717
Thap8,1,0,1,1
Clip3,3,2,5,11
Alkbh6,329,284,381,289
Syne4,3,1,2,4
E130208F15Rik,37,29,53,45
Tyrobp,43926,32913,42111,32016
Nfkbid,304,225,369,188
Nphs1,0,0,0,0
Prodh2,0,0,0,0
Arhgap33os,0,0,0,0
Hspb6,64,27,70,54
U2af1l4,133,93,163,110
Igflr1,70,59,103,84
2200002J24Rik,0,0,0,0
Atp4a,0,0,0,0
Tmem147os,6,4,7,2
Gm26935,19,27,30,56
Sbsn,7,8,6,7
Dmkn,0,1,1,0
Krtdap,0,0,0,0
Gm29439,0,1,0,0
D7Ertd128e,3,11,0,0
Gm44662,0,0,0,0
Gm17077,3,5,10,6
Gm4673,44,49,53,60
Fam187b,2,0,0,1
Lgi4,128,88,61,102
G630030J09Rik,94,77,110,144
Gm10640,4,4,6,10
Scgb2b2,0,0,0,0
Scgb1b3,0,0,0,0
Scgb1b7,0,0,0,0
Scgb1b10,0,0,0,0
Scgb1b11,0,0,0,0
Scgb1b12,0,0,0,0
Scgb1b29,0,0,0,0
Scgb1b15,0,0,0,0
Scgb1b17,0,0,0,0
Scgb1b18,0,0,0,0
Scgb1b19,0,0,0,0
Scgb1b20,0,0,0,0
Gm12763,0,0,0,0
Scgb1b24,0,0,0,0
Scgb1b27,0,0,0,0
Scgb1b30,0,0,0,0
Gm12758,56,40,63,76
Gm12764,4,10,7,5
Gm12766,0,0,0,0
Gm12784,0,0,0,0
Gm12781,0,0,0,0
Pepd,964,839,937,759
Gm45095,0,2,3,2
Gm35611,1,0,0,0
Cebpa,5413,5729,7601,6612
Slc7a10,5,8,11,4
Rhpn2,1,2,1,0
Cep89,81,71,69,44
Slc7a9,0,0,0,0
B230322F03Rik,18,18,25,19
Ankrd27,133,134,156,97
E130304I02Rik,0,0,0,0
Gm28514,0,0,0,0
Gm38991,0,0,0,0
Gm29129,0,0,0,0
Tshz3,0,2,0,2
Gm28075,0,0,0,0
Gm28077,0,0,0,0
4930505M18Rik,0,0,0,0
Gm30771,0,0,0,0
1600014C10Rik,529,325,747,424
Gm44767,0,0,0,0
Gm29087,0,0,0,0
Zfp619,34,54,52,33
Gm37494,811,782,702,539
4933404I11Rik,0,0,0,0
4933402C06Rik,0,0,0,0
Gm28307,0,0,0,0
Vstm2b,0,0,0,2
4930433I11Rik,0,0,0,0
Gm4884,0,0,0,0
Gm5592,0,0,0,0
Gm17102,1,0,2,0
2610021A01Rik,124,147,137,140
Zfp788,143,123,215,141
Vmn2r60,0,0,0,0
Vmn2r61,0,0,0,0
Vmn2r126,0,0,0,0
Gm17768,0,0,0,0
Zfp936,0,0,0,0
EU599041,0,0,0,0
Siglecf,334,414,344,289
Siglecg,53,41,43,35
AC149091.1,0,0,0,0
Lim2,0,0,0,0
Nkg7,5,1,0,2
Cldnd2,1,1,0,1
Etfb,381,209,250,117
Vsig10l,51,48,61,44
Gm44818,0,0,0,0
Zfp658,526,464,414,369
Zfp719,270,263,345,230
Zfp819,3,6,3,6
Ceacam18,0,0,0,1
Ctu1,71,60,72,49
Klk14,0,0,0,0
Klk13,0,0,0,0
Klk12,0,0,0,1
Klk11,0,0,0,0
Klk10,0,0,0,0
Klk9,10,9,4,8
Klk8,1049,841,558,648
Klk7,0,1,0,0
Klk6,1,0,1,0
Klk5,0,0,0,0
Klk4,0,0,0,0
Klk15,0,0,0,0
Klk1b8,0,0,0,0
Klk1b1,0,0,0,0
Klk1b9,0,0,0,0
Klk1b11,0,0,0,0
Klk1b26,0,0,0,0
Klk1b27,0,0,0,0
Klk1b21,0,0,0,0
Klk1b22,0,0,0,0
Klk1b16,0,0,0,0
Klk1b24,0,0,0,0
Klk1b3,0,0,0,0
Klk1b4,0,0,0,0
Klk1b5,0,0,0,0
Klk1,3,0,0,0
Gm36864,0,0,0,0
2410002F23Rik,235,198,522,484
Gm15517,3,0,3,0
Shank1,4,8,8,9
Gm44780,0,0,0,0
Syt3,26,26,74,33
Lrrc4b,2,2,0,2
Aspdh,0,0,0,0
Josd2,259,179,295,165
5430431A17Rik,89,49,83,42
Fam71e1,5,1,10,7
Gm44646,0,0,5,0
Napsa,17,2,31,13
Kcnc3,2,0,1,0
2310016G11Rik,0,0,0,0
Izumo2,0,0,0,0
Vrk3,428,340,470,367
Nup62,1,0,4,0
Il4i1,60,195,55,75
Akt1s1,512,398,628,504
Pnkp,265,222,280,190
Fuz,23,17,18,13
Tsks,0,2,1,1
6530437J22Rik,6,4,4,1
Gm15545,6,9,19,17
Irf3,466,360,510,289
Rras,220,208,188,173
Nosip,520,381,658,381
Gm45669,0,0,0,0
Gm45552,0,0,0,1
Pih1d1,498,348,568,298
Slc17a7,1,1,0,0
Pth2,0,0,0,0
Tead2,41,56,62,59
Slc6a16,0,0,0,1
Slc6a21,0,0,0,1
Hrc,0,0,0,1
Mtag2,3,2,3,4
Gm45619,0,1,0,0
Kcna7,6,9,5,12
Ntf5,0,1,0,0
AC151602.1,0,0,0,0
Lhb,0,0,0,0
Gys1,73,83,117,70
Tulp2,9,8,8,9
Plekha4,15,12,16,9
Hsd17b14,0,0,0,0
Bcat2,170,134,190,138
Gm31479,0,0,0,0
Fut1,0,0,0,0
Izumo1,2,1,2,0
Rasip1,8,8,13,11
Mamstr,0,0,1,0
Ntn5,0,0,0,0
Car11,25,21,36,46
Dbp,315,96,206,119
Rpl18,5617,2647,6567,3905
Fam83e,0,1,1,3
Gm31597,94,61,87,62
Lmtk3,6,2,7,3
Gm45441,0,0,0,0
Kdelr1,1385,1146,1391,1172
Tmem143,122,97,124,77
Ccdc114,5,3,11,3
Nomo1,344,327,417,304
Gm45486,0,0,0,0
Otog,0,0,0,0
Myod1,0,0,0,0
Kcnc1,0,0,3,0
Gm15700,3,0,4,3
Saa2,0,0,0,1
Gtf2h1,426,353,602,521
Ldha,1669,1233,1656,1431
Ldhc,0,1,0,0
Gm9999,2,2,1,1
Gm32031,137,107,262,151
Tmem86a,3886,3438,5099,4769
Gm14377,0,0,0,0
Mrgprb8,0,0,0,0
Zdhhc13,362,265,517,285
Gm2788,0,0,0,0
Nav2,384,607,236,443
Gm32849,0,0,0,0
Htatip2,162,153,180,183
Prmt3,181,160,260,151
Slc6a5,0,0,0,0
Nell1,0,0,0,0
4933405O20Rik,0,0,0,0
Ano5,0,0,0,0
Slc17a6,0,0,0,0
Gm45235,17,17,43,16
Gas2,11,12,32,35
Luzp2,8,8,7,19
Siglech,7944,7571,5820,6543
Tubgcp5,2251,1962,2394,1914
Cyfip1,8383,9677,6776,8118
A230056P14Rik,5,11,4,5
Gm15888,0,1,0,0
Herc2,2978,2958,2578,2910
Oca2,0,2,6,0
Gm9962,0,0,0,0
Gabrb3,2,0,0,3
Atp10a,10,8,19,6
Ube3a,1819,1515,1957,1650
Ndn,1,0,5,2
Magel2,0,0,0,0
Otud7a,0,0,1,0
Gm44718,0,0,0,0
Gm27252,5,2,17,21
E030018B13Rik,10,13,45,35
Gm45052,0,0,0,0
Gm32633,11,5,4,3
Gm20670,0,0,0,0
Trpm1,0,0,0,1
Mtmr10,196,167,181,193
Mcee,539,419,598,300
Apba2,1,1,3,1
BC046251,0,0,0,0
Tarsl2,15,18,24,16
Tm2d3,1581,1081,1628,1245
1810008I18Rik,0,0,0,0
Pcsk6,1,0,0,1
Snrpa1,569,464,688,503
Selenos,4273,3350,5314,3899
Chsy1,1035,931,1154,1376
Gm44752,241,254,230,213
Gm10974,0,0,1,0
Gm44753,0,1,0,0
Gm33570,0,0,0,0
Lins1,48,60,46,32
Cers3,0,0,1,0
Adamts17,1,0,1,1
Lysmd4,12,5,8,8
Ttc23,4,4,4,2
Gm34350,0,0,0,0
Igf1r,1171,796,3693,2943
Fam169b,0,0,0,1
Gm44889,0,0,0,0
4933436H12Rik,0,0,0,0
Gm34549,0,0,0,0
Gm44886,0,0,0,0
Gm44691,0,0,0,0
4930402F11Rik,0,0,0,0
Gm35325,0,0,0,0
B130024G19Rik,0,0,0,0
Gm35842,0,0,0,0
Gm44813,0,0,0,0
Gm44812,0,0,0,0
Gm44808,0,0,0,0
Gm42397,0,0,0,0
Gm39033,0,0,0,0
6030442E23Rik,0,0,0,0
Gm29328,0,0,0,0
Gm29295,0,0,0,0
4930441H08Rik,0,0,0,0
1700011C11Rik,0,0,0,0
Gm36696,0,0,0,0
Gm44725,0,0,0,0
4933435G04Rik,0,0,0,0
Gm20083,1,0,1,0
4930429H19Rik,0,0,0,0
Rgma,0,5,6,6
Gm44686,20,24,24,17
Gm44734,0,1,0,2
Gm44737,0,1,1,0
Fam174b,0,1,0,0
Gm21269,0,2,0,0
Gm38143,0,0,0,0
Gm7580,0,0,0,0
Gm30459,0,0,0,0
4930533N22Rik,0,0,0,0
1500012K07Rik,0,0,0,0
Akap13,2564,2469,2641,3278
Klhl25,301,255,299,257
Agbl1,0,0,0,0
4921513I08Rik,0,0,0,0
Gm9885,0,0,0,0
Mrps11,408,373,389,285
5330411O13Rik,1,0,2,2
1700011D18Rik,0,0,1,0
Aen,57,44,42,48
Isg20,74,37,44,33
Acan,0,0,0,0
Abhd2,262,285,340,291
Fanci,5,1,17,8
Mir9-3hg,1,0,0,4
Gm35040,0,0,2,1
Ticrr,4,2,2,3
9330171B17Rik,0,1,0,0
Gm44706,0,0,2,0
Wdr93,0,0,1,0
Mesp2,0,0,1,1
Gm26646,1,2,2,1
5430400D12Rik,29,21,27,26
Zfp710,2226,2174,1567,1225
Gm45202,0,0,0,0
Sema4b,399,325,568,420
Gdpgp1,138,138,158,111
Ttll13,0,0,2,2
Ngrn,569,406,732,511
Vps33b,38,45,37,40
Prc1,7,8,8,7
Hddc3,29,31,24,14
Gm44851,0,1,2,12
Gm15880,18,17,67,123
Gm44649,0,0,0,0
Zscan2,115,125,81,91
Zfp592,555,548,660,643
Alpk3,0,0,0,1
Platr32,0,0,0,0
Slc28a1,0,0,0,0
Gm44968,0,0,0,0
Pde8a,62,41,92,75
2900076A07Rik,146,99,154,66
Whamm,350,356,482,469
Gm44570,0,0,0,0
Ramac,1040,834,909,757
Gm45016,0,0,0,0
Tm6sf1,2676,2247,4763,2556
Gm20744,0,0,0,0
Gm32850,0,0,0,0
Sh3gl3,1,0,3,2
Adamtsl3,0,0,0,0
Efl1,205,182,220,199
1700010L04Rik,0,0,0,0
Mex3b,285,472,400,390
A530021J07Rik,0,0,0,0
Gm44991,0,0,0,0
Tmc3,2,0,0,10
Stard5,129,96,134,84
2310044K18Rik,0,0,1,0
Gm39043,0,0,0,0
Mesd,1067,858,1056,806
Gm26708,1,3,1,1
Gm30873,0,0,0,0
Gm2115,0,0,0,0
2610206C17Rik,0,0,1,0
Olfr291,0,0,0,0
Vmn2r71,0,0,0,0
Olfr301,0,0,0,0
Olfr299,0,0,0,0
Olfr297,0,0,0,0
Olfr295,0,0,0,0
Olfr293,0,0,0,0
Olfr292,0,0,0,0
Vmn2r77,0,0,0,0
Vmn2r78,0,0,0,0
Vmn2r79,0,0,0,0
Nox4,0,0,0,0
Grm5,0,1,0,0
Ctsc,6863,4591,7124,4430
Gm44751,58,54,261,161
Rab38,0,0,0,0
Gm44995,1,0,0,1
Fzd4,282,270,219,215
AI314278,0,0,0,0
Prss23os,0,0,0,0
Gm45064,0,0,0,0
Me3,0,0,5,0
E230029C05Rik,1402,1466,1698,1084
Picalm,7481,6950,10480,10006
Sytl2,1,4,1,2
Ccdc89,3,3,3,1
Crebzf,313,208,314,167
Dlg2,2,0,4,1
Gm45159,0,0,0,0
Ccdc90b,617,497,451,306
Gm26944,37,49,41,26
Gm26981,115,100,107,52
Rab30,4,2,8,3
Prcp,1424,1084,1143,959
Gm26862,3,15,13,10
Fam181b,0,0,0,0
Gm45037,0,0,0,0
Gm32647,0,0,0,0
Tenm4,0,1,1,4
Nars2,78,74,111,94
Gab2,539,528,1078,980
Kctd21,135,142,105,46
Alg8,360,268,325,219
Ndufc2,3730,2431,3046,2222
Kctd14,12,8,4,7
Ints4,215,215,218,175
Rsf1,1496,1495,1543,1694
Clns1a,790,608,1047,856
Pak1,1057,936,701,670
Gdpd4,0,0,0,0
Gm16938,0,0,0,0
Gucy2d,0,0,0,0
Lrrc32,0,6,0,0
Thap12,464,379,468,407
Wnt11,0,0,0,0
Gm45188,3,10,6,13
Gm45187,31,32,27,41
Gm45012,0,0,0,0
Map6,0,0,1,0
Gm45591,0,0,0,0
Gdpd5,26,25,31,33
Klhl35,32,32,64,51
Arrb1,522,528,659,457
Gm10605,51,42,174,146
Gm15635,50,47,66,54
Gm34280,54,39,54,36
Olfr520,0,2,15,16
Olfr521,0,0,0,1
Xrra1,0,1,0,1
Chrdl2,0,0,0,0
Lipt2,93,69,119,69
Kcne3,0,0,1,0
Pgm2l1,58,53,99,56
P4ha3,0,1,0,1
C2cd3,355,319,498,320
Ucp3,1,0,4,3
Ucp2,5965,3632,17499,8812
Coa4,408,288,389,176
Rab6a,1015,1054,1286,1096
Gm35082,105,124,255,155
Fam168a,1764,1575,2829,2210
Fchsd2,1308,1348,622,709
Stard10,3,1,5,3
Arap1,665,689,785,658
Pde2a,68,19,216,89
Clpb,92,72,72,51
Phox2a,1,0,3,1
Gm10602,44,30,35,23
Anapc15,98,73,92,74
Lamtor1,54,40,40,39
Numa1,2092,1883,2374,1981
Xndc1,51,45,69,33
Art1,0,0,0,0
Pgap2,357,263,335,274
AC139579.1,0,0,0,0
Stim1,658,585,823,688
Rrm1,211,208,298,161
Olfr547,0,0,0,0
Olfr548-ps1,0,0,0,0
Olfr549,0,0,0,0
Olfr550,0,0,0,0
Olfr552,0,0,0,0
Olfr554,0,0,0,0
Olfr555,0,0,0,0
Olfr556,0,0,0,0
Olfr557,0,0,0,0
Olfr558,0,2,0,0
Olfr561,0,0,0,0
Olfr564,0,0,0,0
Olfr568,0,0,0,0
Olfr570,0,0,0,0
Olfr572,0,0,0,0
Olfr574,0,0,0,0
Olfr576,0,0,0,0
Olfr582,0,0,0,0
Olfr583,0,0,0,0
Olfr584,0,0,0,0
Olfr585,0,0,0,0
Olfr588-ps1,0,0,0,0
Olfr592,0,0,0,0
Olfr593,0,0,0,0
Olfr594,0,0,0,0
Olfr596,0,0,0,0
Olfr597,0,0,0,0
Olfr598,0,1,0,0
Olfr599,0,0,0,0
Usp17lc,0,0,0,0
Olfr606,0,0,0,0
Olfr608,0,0,0,0
Olfr613,0,0,0,0
Olfr615,0,0,0,0
Olfr617,0,0,0,0
Olfr618,0,0,0,0
Olfr619,0,0,0,0
Olfr625-ps1,0,0,0,0
Olfr243,0,0,0,0
Olfr628,0,0,0,0
Olfr65,0,0,0,0
Olfr631,0,0,0,0
Olfr632,0,0,0,0
Olfr633,0,0,0,1
Olfr635,0,0,0,0
Olfr638,0,0,0,0
Olfr641,0,0,0,0
Olfr646,0,0,0,0
Trim6,1,4,1,4
Trim34a,309,179,73,123
Gm15133,12,6,0,11
Trim34b,19,14,50,24
Olfr651,0,0,0,0
Olfr652,0,0,0,0
Olfr653,0,0,0,0
Olfr654,0,0,0,0
Olfr656,0,0,0,0
Olfr657,0,1,0,0
Olfr659,0,0,0,0
Olfr661,0,0,0,0
Usp17la,0,0,0,0
Gm45556,0,0,0,0
Olfr665,0,0,0,0
Gm45272,0,0,0,0
Olfr669,0,0,0,0
Olfr676,0,0,0,0
Olfr677,0,0,0,0
Olfr678,1,0,0,1
Olfr679,0,0,0,0
Olfr681,0,0,0,0
Olfr688,0,0,0,0
Olfr689,0,0,0,0
Olfr692,1,0,0,0
Gm5901,0,0,0,1
Gm45885,0,3,3,6
Cnga4,0,0,1,0
Cckbr,0,0,0,0
Smpd1,528,446,626,462
Timm10b,206,149,281,166
Dnhd1,31,26,40,40
Ilk,1152,887,1472,915
Gm20663,0,0,0,0
Olfr701,0,0,0,0
Olfr703,0,0,0,0
Olfr704,0,0,0,0
Olfr1532-ps1,0,0,0,0
Olfr713,0,0,0,0
Olfr714,0,0,0,0
Olfr17,0,0,0,0
Gm45868,0,0,0,0
Olfr716,0,0,0,0
Nlrp14,0,0,0,0
Rbmxl2,0,0,0,0
Platr28,0,0,0,0
Syt9,3,1,0,1
Olfml1,1,0,1,0
Gm44773,0,0,0,0
Ppfibp2,200,242,263,228
Gm45040,0,0,0,0
Olfr467,0,0,0,0
Olfr472,0,0,0,0
Olfr473,0,0,0,0
Olfr474,0,0,0,0
Olfr476,0,0,0,0
Olfr477,0,0,0,0
Olfr479,0,0,0,0
Olfr481,0,0,0,0
Olfr483,0,0,0,0
Olfr491,0,0,0,0
Olfr494,0,0,0,0
Olfr495,0,0,0,0
Olfr497,0,0,0,0
Olfr498,0,0,0,0
Olfr503,0,0,0,0
Olfr506,0,0,0,0
Olfr507,0,0,0,0
Olfr508,0,0,0,0
Olfr510,0,0,0,0
Olfr512,0,0,0,0
Olfr513,0,0,0,0
Eif3f,3320,2212,3911,3315
Tub,3,4,1,0
Gm44781,0,0,0,0
1700095J03Rik,0,0,0,0
Rpl27a,15373,9448,12203,11842
Gm44864,0,0,0,0
Akip1,229,197,277,228
Ipo7,860,700,864,705
Zfp143,294,252,263,232
Wee1,8,2,7,12
Swap70,754,739,673,626
Adm,0,3,1,9
Ampd3,239,164,296,178
Gm16336,0,0,0,0
Ctr9,669,631,547,525
5430402P08Rik,0,0,0,0
Usp47,401,408,461,465
Mical2,5,7,8,4
Parva,0,5,5,2
Tead1,2,5,2,9
Rassf10,0,0,0,0
Gm33586,0,0,0,0
Arntl,60,119,95,89
Far1,1265,1036,1377,1054
Gm29507,0,0,0,0
Spon1,7,9,6,7
Gm45615,0,0,1,0
Pde3b,5519,5655,5633,5736
Calcb,0,0,0,0
Insc,2,1,0,0
A730082K24Rik,0,0,0,0
Gm34225,1,0,0,1
Gm45025,0,0,0,0
Sox6os,0,0,0,0
1110004F10Rik,1188,941,1200,963
Gm44777,82,62,67,71
AV356131,50,34,73,35
Nucb2,422,406,686,551
Gm45151,4,0,5,9
4732496C06Rik,6,9,22,19
Gm39075,0,0,0,0
Xylt1,17,32,71,46
4930583K01Rik,0,2,3,1
Gm35309,0,0,0,0
B230311B06Rik,24,18,20,25
Tmc5,2,3,9,5
Ccp110,76,101,150,103
Vps35l,648,589,753,656
Gm44549,0,0,0,0
Iqck,6,11,16,15
Gm44588,0,0,0,0
Acsm5,0,0,0,0
Acsm2,0,0,0,0
Acsm1,0,0,0,0
Acsm4,0,0,0,0
Acsm3,2,1,2,1
Rexo5,23,17,14,15
Lyrm1,4,3,5,4
Tmem159,446,377,404,358
4930505K13Rik,0,0,0,0
Anks4b,0,0,0,0
Abca14,1,0,1,0
Abca15,0,0,0,0
Abca16,0,0,0,0
Gm32916,0,0,0,0
Uqcrc2,1563,1346,1688,1583
4930588G17Rik,1,1,3,3
Mosmo,271,256,349,202
Vwa3a,1,4,1,0
Gm5737,0,0,0,0
Eef2k,1474,1869,1727,1808
Polr3e,274,252,353,318
Mfsd13b,3,1,0,1
Mettl9,730,538,705,567
Otoa,0,1,1,2
Gm45079,0,0,0,0
Hs3st2,6,7,4,7
1700025J12Rik,0,0,0,0
1700069B07Rik,1,0,1,1
Scnn1g,0,0,0,0
Scnn1b,1,1,0,0
Gm44987,1,1,1,1
Ubfd1,519,422,485,383
Dctn5,936,843,964,705
Plk1,7,3,12,12
Chp2,3,1,3,2
Prkcb,641,698,846,756
Cacng3,0,0,0,0
Rbbp6,1764,1732,2153,2734
Gm20274,0,0,0,0
Gm45847,0,0,0,0
Tnrc6a,1228,1078,1522,1438
Slc5a11,4,1,4,5
Lcmt1,264,186,273,166
Aqp8,0,0,0,0
Hs3st4,0,0,0,0
Gm15338,0,0,0,0
Gm45092,0,0,0,0
4930571K23Rik,0,0,0,0
Kdm8,25,18,50,28
Il4ra,1086,823,1551,1832
Il21r,719,775,693,664
D430042O09Rik,71,81,115,69
Sbk1,44,33,59,30
Rabep2,269,287,332,261
Tufm,364,297,370,196
Apobr,204,129,299,165
Sgf29,293,201,414,201
Bola2,814,446,1058,613
4930448A20Rik,3,8,4,3
Mapk3,1491,1381,1492,1158
Gdpd3,119,99,134,101
Ypel3,2982,2406,3429,2863
Tbx6,63,89,119,68
Fam57b,2,4,4,3
Gm44854,0,0,0,0
Doc2a,1,2,2,4
Hirip3,127,126,167,121
Gm20650,73,66,107,95
Kctd13,286,271,342,281
Sez6l2,7,8,12,14
Cdipt,1031,936,1197,931
Gm31749,0,0,2,0
Gm44939,0,0,0,0
AI467606,562,456,620,461
Mylpf,14,11,15,4
Zfp553,212,204,238,175
Zfp771,535,408,665,482
Gm31897,0,0,0,0
Itgal,16,5,112,28
Gm45184,1,0,0,2
B130055M24Rik,22,7,9,8
Prr14,239,206,348,285
Fbrs,781,824,879,793
Srcap,348,358,459,394
Tmem265,13,4,11,20
Phkg2,307,282,491,415
Rnf40,185,240,283,252
Gm39090,0,0,0,0
Ctf1,1,4,1,2
Fbxl19,237,211,192,169
Orai3,729,531,668,397
Setd1a,395,348,576,461
Hsd3b7,305,237,284,175
Stx4a,697,601,747,489
Zfp646,636,623,804,706
Bckdk,319,321,463,256
Kat8,359,275,377,216
Fus,1516,1764,2493,2779
Trim72,1,2,4,1
Itgam,10668,11660,5401,9382
Itgax,68,162,92,135
Itgad,0,1,2,2
Armc5,638,596,637,645
Tgfb1i1,14,5,8,5
Slc5a2,0,2,4,2
Gm32816,0,2,0,2
Bag3,289,215,276,299
Inpp5f,197,211,267,255
Gm44674,2,1,2,3
Sec23ip,347,315,402,305
Gm32884,0,0,0,0
Plpp4,0,0,0,0
Wdr11,303,278,340,258
Gm39094,0,0,0,0
Gm33248,0,0,0,0
Gm44778,0,0,0,0
Gm4265,0,0,0,0
Gm44647,6,5,9,2
Tacc2,43,31,71,50
Btbd16,0,1,0,0
Plekha1,571,578,970,806
Htra1,10,6,36,30
Dmbt1,0,0,0,0
1700029B22Rik,0,0,0,0
5430419D17Rik,0,0,0,0
Fam24a,0,0,1,1
Pstk,335,260,396,291
Acadsb,565,590,693,520
Gm44982,0,0,0,0
Hmx3,0,0,0,0
Hmx2,0,0,0,0
Bub3,1240,935,1293,875
Gm44546,0,0,0,0
Gpr26,0,0,0,0
Gm15677,0,0,0,0
Gm10584,4,3,4,8
Gm44892,0,0,0,0
Gm44893,0,0,0,0
Gm16764,0,0,0,0
Lhpp,23,30,25,32
Abraxas2,794,782,848,745
Gm45502,1,0,0,0
Zranb1,993,1039,1302,1499
4930483O08Rik,0,0,0,0
Gm35625,0,0,0,0
Gm45671,0,0,0,0
Edrf1,301,258,251,298
Bccip,611,471,781,413
Gm45670,0,1,0,0
Fank1,1,0,1,0
Dock1,367,387,428,382
Nps,0,0,0,0
Foxi2,0,0,0,0
Gm36356,0,0,0,0
Ptpre,3039,3126,2988,2501
Gm36431,0,0,0,0
6330420H09Rik,0,0,0,0
C030029H02Rik,2,0,0,1
Gm36849,0,0,0,0
Mgmt,170,131,213,171
Gm45278,3,3,4,2
Gm10578,32,30,11,23
Glrx3,1189,892,1154,843
Gm45682,0,0,0,0
Gm45686,0,0,0,0
4930543N07Rik,0,0,0,0
Gm30808,0,0,0,0
Ppp2r2d,641,567,786,843
Gm45507,2,1,3,0
Jakmip3,0,0,1,0
Dpysl4,0,2,1,0
Lrrc27,2,5,14,4
Pwwp2b,75,66,126,140
Inpp5a,96,82,133,124
Adgra1,0,0,0,1
Kndc1,0,3,1,1
Utf1,0,1,1,0
Gm16201,2,7,8,5
Zfp511,344,251,377,238
Prap1,0,0,0,0
Paox,458,306,1099,551
Mtg1,158,157,228,164
Olfr523,0,0,0,0
Cd163l1,0,0,0,0
5830411N06Rik,0,0,0,0
Olfr525,0,0,0,0
Olfr527,0,0,0,0
Olfr533,0,0,0,0
Olfr535,0,0,0,0
Olfr538,0,0,0,0
Olfr46,0,0,0,0
Olfr61,0,0,0,0
Olfr53,0,0,0,0
Olfr539,0,0,0,0
Olfr45,0,0,0,0
Olfr541,0,0,0,0
Cyp2e1,0,0,0,1
Urah,0,0,1,0
Scgb1c1,0,0,0,0
Odf3,2,1,1,1
Ric8a,39,39,47,66
Psmd13,116,89,131,121
BC024386,0,0,0,0
Nlrp6,0,0,0,0
Pgghg,32,27,72,45
Ifitm1,88,35,295,93
Gm17387,0,0,0,0
B4galnt4,0,0,0,1
Pkp3,0,0,0,0
Ptdss2,371,386,368,339
Lrrc56,35,23,50,41
Rassf7,36,22,48,10
Phrf1,527,533,643,588
Drd4,0,0,0,0
Tmem80,160,129,176,109
Eps8l2,2,3,1,2
Taldo1,3290,2360,3696,2582
Rplp2,24097,14935,34697,22821
Pnpla2,1300,964,3104,2987
Cracr2b,470,375,443,331
Cd151,182,129,245,169
Tspan4,2142,1087,2293,1713
Ap2a2,841,740,900,920
Muc2,0,0,0,0
Muc5ac,0,0,0,0
Muc5b,1,0,0,0
Brsk2,0,1,0,1
